a1,a2,Class
0.9636714977507294,0.10740207564185977,-1
0.7849726477774567,0.9025635675887803,1
0.4196363324995147,0.9581108280353889,1
0.052170851127209206,0.9356725215143306,1
0.953194970193456,0.615909101784414,1
0.06807080665808285,0.7483378521685888,1
0.0946891585556292,0.24817640277848696,-1
0.16169030574021093,0.8839223304250144,1
0.6321080011207515,0.4307518413481348,-1
0.22868940288716078,0.8187354678000185,1
0.3844545553446377,0.44964925398286226,1
0.23577585521401512,0.9804939773788804,1
0.4194658158120711,0.10044535007997624,-1
0.6370391236273582,0.6497047774882615,1
0.5838195079746535,0.6242439850279956,1
0.7005560618802529,0.18917685825033415,-1
0.4800451267726805,0.4298019002854584,1
0.043046451692820065,0.6419144858384793,1
0.6015932617035752,0.9951528842319197,1
0.4781773519529774,0.17965509449108885,-1
0.4903109161674595,0.8036914099773408,1
0.8916247665923319,0.3077227342031329,-1
0.5151981883143119,0.026623257699127212,-1
0.5289262829639781,0.6304393856911471,1
0.7153933238138053,0.21287876046665932,-1
0.9940998828432734,0.09958983816247036,-1
0.806605697480227,0.45751536895323897,-1
0.8835478162450046,0.31341159661980134,-1
0.3793220403857126,0.22347960758824914,-1
0.4980284790741131,0.41640106095397034,1
0.7107354121368488,0.13613921706291865,-1
0.5674452532217803,0.6341684532670843,1
0.056278670194017666,0.9080028574185555,1
0.5997277364545178,0.34776850123615466,-1
0.9324547195363111,0.6388889995690231,1
0.2754637023200782,0.3405639749138386,-1
0.8069318813996368,0.25332927269979766,-1
0.7070804336627705,0.2548258639414924,-1
0.6374732016089524,0.4384325147689353,-1
0.22411484558609518,0.20148541420088573,-1
0.7937987385492102,0.9219933998814196,1
0.02027001694543451,0.6684854322833114,1
0.7249463087874353,0.7674673832121245,1
0.6219101971355198,0.2372706762988852,-1
0.021415514711893846,0.21254144739605085,-1
0.7215293812234779,0.4071002085885259,-1
0.13823589304267714,0.7731711144313425,1
0.7580519327681293,0.43914743170080006,-1
0.8339278276588629,0.3074664832980071,-1
0.6666590766555917,0.8363339929469742,1
0.6620459977824005,0.6631052209995228,1
0.9498757818841176,0.7998903850964839,1
0.024749526889934703,0.681329491046811,1
0.773265454303743,0.3794299268475634,-1
0.1824461005986402,0.5820688050089954,-1
0.7105523418350459,0.8811516075475989,1
0.7391689967828539,0.9841873327440593,1
0.8577690438039866,0.1010508359323975,-1
0.7967300787236048,0.3936119856816884,-1
0.699661409035854,0.7827806104038522,1
0.7645036602439635,0.14358294548889639,-1
0.24423963278775085,0.32760215427750716,-1
0.3275948387680727,0.8074447735676602,1
0.1486799246926983,0.9793914686887238,1
0.821278182773696,0.0941762726381814,-1
0.029080535933385554,0.6159355295348015,1
0.07726982714350017,0.5061805045937348,-1
0.6463080194888605,0.1448008976423809,-1
0.24893929947263937,0.9638152592993431,1
0.8920619883467374,0.228918340750614,-1
0.6163469058562002,0.8899260598384946,1
0.11968826168530189,0.5877805775009436,-1
0.3705957647788657,0.7288919592797094,1
0.9705003860477364,0.8306228491416648,1
0.46025134333318474,0.6748353971206441,1
0.9066700880787169,0.7057493734393976,1
0.423153557574657,0.2600009311992252,-1
0.39919225309802964,0.5987901812332496,1
0.4253241185157195,0.5309597560666576,1
0.3819763968540886,0.16016806264157968,-1
0.5956667343347064,0.270293097152266,-1
0.9770007647772739,0.9494643901287197,1
0.25099210251228954,0.5236319181032097,-1
0.15675739048119597,0.18875753739962797,-1
0.09628780165683293,0.21692489385083058,-1
0.15446282788564614,0.364425533742078,-1
0.7111263103161543,0.769540364050439,1
0.5002330511602191,0.3926871644161445,1
0.9997440397211458,0.08434307076699499,-1
0.12575629788416498,0.9005501636630928,1
0.5297982451725112,0.5309306504089213,1
0.21685057561483823,0.003302092952855329,-1
0.601023475147695,0.10754942662749378,-1
0.3790289962898361,0.6900053247280269,1
0.0050615007720693495,0.7128218469947571,1
0.312251153636523,0.3904196579879209,-1
0.7597565030856737,0.010817708088546096,-1
0.2010212371317237,0.2583911580431245,-1
0.42211799936419303,0.04890763287361388,-1
0.028097402729905574,0.14829992855125085,-1
0.794269607132259,0.5802718146044804,-1
0.9439731056211274,0.6637197705187575,1
0.9875126942780103,0.6696988107239328,1
0.33711577748218247,0.07148752566469418,-1
0.23740197877468772,0.3225244359841949,-1
0.6157944198785613,0.23042680317839048,-1
0.8681493938546893,0.18741593872523388,-1
0.305241444824662,0.8104302421953541,1
0.6703725588953304,0.44311681534750225,-1
0.42568951986804626,0.8074551236587109,1
0.45562298880020535,0.35754548330127733,1
0.22106982849411227,0.09669295470328598,-1
0.22018729487681177,0.3176471786687761,-1
0.8412701958360331,0.43833541970132217,-1
0.5567967035164543,0.02555292101813722,-1
0.40563811938930605,0.18355895599002825,-1
0.29353087353730867,0.3652985932690572,-1
0.22759440522619045,0.98189131247006,1
0.6555918736379879,0.17564688781479365,-1
0.5829741033575121,0.9121292470140896,1
0.7478316842700206,0.8267808985186801,1
0.42372792579798824,0.7473142291919094,1
0.8431206239395085,0.3238184705534297,-1
0.05914744580180897,0.10722412399649339,-1
0.47679287923232994,0.12066817843965516,-1
0.3042787430262939,0.10335575095655192,-1
0.5210925161580419,0.23015342664567706,-1
0.7624072606325109,0.9451445568533874,1
0.7061621275733571,0.8414556579986027,1
0.6105446144963749,0.28547560119242543,-1
0.532095133825711,0.734221505127563,1
0.2315781390894992,0.0796957795222355,-1
0.5492088699388541,0.23156349497961215,-1
0.49626066185269224,0.46405210233698,1
0.5426964142840776,0.13056558958722797,-1
0.45409002694924094,0.7605957856243987,1
0.41771771546417713,0.09362883762610441,-1
0.4714191436059364,0.621408841785495,1
0.765293609360439,0.6123180984608819,-1
0.10783055393135221,0.35062878143340936,-1
0.16453397752965504,0.9457771874775387,1
0.14104850716188966,0.31509343477272445,-1
0.8647153931940434,0.3944564574116063,-1
0.948592921151069,0.857083406446796,1
0.15101509500713883,0.4934284560816877,-1
0.607023123703015,0.9671824399792444,1
0.21206075399009838,0.2313525660186413,-1
0.20043657111176283,0.870576371283537,1
0.49543418799673045,0.7662849769377026,1
0.26582150634000434,0.8035974539939736,1
0.88698356437406,0.821410991498744,1
0.051643394927997854,0.718039372126475,1
0.9627211646212024,0.5694899878528208,1
0.07821589719230704,0.5312130019973655,-1
0.010960350794219198,0.7543419007966935,1
0.8717328727300812,0.1906891030793917,-1
0.5347285297444432,0.4254383756892002,1
0.6909200889088907,0.542223126762438,-1
0.15301391333877434,0.8795630099843964,1
0.4725947371944941,0.7829079873519408,1
0.5828688763853278,0.9095926733756993,1
0.9339055497712768,0.006332761997746017,-1
0.416619985592536,0.23393350123350676,-1
0.5582742275225092,0.25534555003302906,-1
0.1896583447285629,0.4327120683301192,-1
0.9383868419219534,0.7144311664330045,1
0.03561021549324139,0.5070703049542797,-1
0.39712947987848857,0.5786445698514731,1
0.28620642330364454,0.1851112071991622,-1
0.6754935517120646,0.1048086591869426,-1
0.08192839727745249,0.7370483757331876,1
0.6720021830011902,0.32313273196201353,-1
0.037053104585778374,0.45208621835494334,-1
0.5539147327286138,0.4319791316836027,1
0.8205520323080238,0.8012953412626489,1
0.008538004163681556,0.6648882998244682,1
0.5157545008585034,0.017327701391910533,-1
0.316750255003606,0.3288254692101349,-1
0.2578746102454553,0.8344790308666017,1
0.8669966839109969,0.17198246415692264,-1
0.681567897721555,0.9428624624791577,1
0.06051300109840796,0.882677253319397,1
0.2710630389438293,0.6791040989073847,1
0.9145571119781685,0.3196347724422335,-1
0.4126176492241779,0.9868344493135097,1
0.9769861589733208,0.9582237248007476,1
0.8876235158112264,0.5164368192304176,-1
0.6009381880710988,0.3402958966953511,-1
0.11083040796238419,0.010268369825435886,-1
0.5721176289215166,0.5202893864857121,1
0.6372920237584457,0.37990446712026693,-1
0.7877487228983506,0.39153480435598276,-1
0.20791775916771182,0.28149542492374247,-1
0.6746880529453433,0.02852087180944629,-1
0.7011198518674236,0.7867493912680551,1
0.4036781765321876,0.15226807968264566,-1
0.29622366969734093,0.39504961744816947,-1
0.8919284224584783,0.4130921005151932,-1
0.348917527812322,0.733418719624477,1
0.8750826425609335,0.4810840398259406,-1
0.5850512329841854,0.7655015186428108,1
0.8687360163512914,0.24416886185959152,-1
0.8782727617948916,0.46807414945266124,-1
0.657183536408349,0.3887845532734694,-1
0.32605053050298005,0.8880369699358204,1
0.7174813289910243,0.5798537870071703,-1
0.8013889119871205,0.33770357963442943,-1
0.050188679631689714,0.3829600793867176,-1
0.6514061042510088,0.226610518355426,-1
0.19265800091899976,0.03168500127809393,-1
0.945947753503194,0.8309868294694918,1
0.7269078180959613,0.33678658545349893,-1
0.13532041153651797,0.1571103634998522,-1
0.17589412058912524,0.13669442979111124,-1
0.639753700859084,0.008622241692694654,-1
0.4966174382447779,0.4665257745213225,1
0.12923517467768608,0.9757052321475171,1
0.12657128136594997,0.2842189692525282,-1
0.6437922597548706,0.3824099966143111,-1
0.548504181934068,0.19993761631548368,-1
0.46027426630989354,0.23178434115520308,-1
0.4497605408451095,0.4405614038374678,1
0.13818965195853994,0.7645178836072807,1
0.661280547374112,0.4770349834513664,-1
0.5126337278073629,0.40646100298568877,1
0.23976343793809507,0.35160563430509517,-1
0.20453807525590373,0.8325850094846662,1
0.4129378996482562,0.9938690119140182,1
0.1342033064213981,0.5158231219280095,-1
0.9437422127517211,0.32454589348815355,-1
0.22900232458428604,0.45068521539218265,-1
0.078115096282528,0.87486236830687,1
0.23413472419453896,0.762332618465411,1
0.30489637980983064,0.1323663857855102,-1
0.4723432971606769,0.11404711214390484,-1
0.7041467452199616,0.29295255303160195,-1
0.07927297729032778,0.584372712294027,-1
0.3911851357399243,0.9552503157363322,1
0.8347629935072663,0.45546554842160536,-1
0.19347821830808953,0.16986440861808605,-1
0.1873212462230477,0.814435896500797,1
0.537142095868821,0.8886867253465863,1
0.26019078523657624,0.7587676376081494,1
0.8824925888739256,0.0437683905829942,-1
0.5084240246237258,0.47575903572978995,1
0.10441030548574148,0.8380200186154252,1
0.8725925006556821,0.7912396605713438,1
0.8084400819346353,0.001190261154073169,-1
0.29621010688225147,0.9914956645974068,1
0.12680381511480177,0.454029535619353,-1
0.5624175009212348,0.9765318608138192,1
0.32611347964454496,0.2769482082700001,-1
0.033420077250214786,0.6677993044610133,1
0.69846135021973,0.5697106197913665,-1
0.5936509487058939,0.8416034297160244,1
0.7942101529245409,0.3817128276529469,-1
0.23856572508749685,0.7714058571736271,1
0.2170034931257373,0.5755675519016252,-1
0.340870771799347,0.06878787344547055,-1
0.7993725386290781,0.37033563008642756,-1
0.8351600304419778,0.8651639990749144,1
0.14427879364715923,0.7920670134958215,1
0.4234884652222414,0.7376406746414611,1
0.5070337951159315,0.36854767814412204,1
0.5594531583102405,0.47224972435188184,1
0.9539450392277501,0.8709343893554815,1
0.7285056312882238,0.5650532558086839,-1
0.21067708996411894,0.3283984323950462,-1
0.8036153872695706,0.924407846697083,1
0.19896513252768155,0.30399433024504596,-1
0.2236010785253626,0.3659694344015456,-1
0.3622980964164797,0.1759782890595457,-1
0.7070338071885061,0.8809027509914638,1
0.32112971715579774,0.8276830243349197,1
0.5453230780706542,0.10351019060383093,-1
0.1993023308608487,0.31066414836152756,-1
0.38472705216373004,0.9744587181997226,1
0.6834200281125362,0.7888975800039572,1
0.1657704544922881,0.36297928458526485,-1
0.8474001380026072,0.5919083468127067,-1
0.2465079157114397,0.8661031066207274,1
0.3834548271157959,0.7475838727944525,1
0.26972105325043905,0.40316483561515015,-1
0.5022405078405662,0.20625265347267063,-1
0.8203528523624298,0.49577101577085647,-1
0.5448003721575583,0.12302390354833326,-1
0.7388166344854279,0.4311062552661121,-1
0.5378024553199481,0.21704531211424805,-1
0.8705734653000872,0.06038082850312121,-1
0.27437348242340154,0.002556421702979428,-1
0.04668000705380426,0.3939249397450071,-1
0.2677242713055077,0.4490719695625034,-1
0.7012742279707621,0.5821706778764968,-1
0.12429205537935228,0.02377039797437308,-1
0.8217145783891384,0.39314054057522396,-1
0.5859157728342564,0.16825795048271397,-1
0.7355260331706123,0.30999993572832885,-1
0.8911943524812742,0.30408159583092764,-1
0.9261857828797448,0.14667810029463224,-1
0.3296558922947598,0.008942668368196238,-1
0.895809016422844,0.29211445660609703,-1
0.0329663248632216,0.8859978556093073,1
0.08270622037413167,0.03468355958931202,-1
0.9389904496102712,0.9151370034834251,1
0.6666877533013672,0.6590327251866188,1
0.27555937553886445,0.12402503055040714,-1
0.6081318866728211,0.7206335128912211,1
0.33403818537595076,0.1488519063242838,-1
0.3289684433217862,0.6396001019874046,1
0.7175530520308101,0.8033651555875951,1
0.6034075681926384,0.8949560398784409,1
0.7463679454999964,0.3670957808913001,-1
0.09720196075895926,0.6107198564403915,-1
0.8922415529089913,0.22107809717593052,-1
0.8257208236894934,0.3627813799153956,-1
0.23279417973962901,0.5595092778116575,-1
0.7728384210588701,0.6360271084426227,-1
0.9984185006882532,0.004505669676543755,-1
0.4401728911434868,0.03432020619839882,-1
0.4457784684928928,0.3721654022319846,1
0.6927704800324819,0.9221898722725146,1
0.9151895954174433,0.6182509640130632,1
0.6074709229832566,0.26728149146595437,-1
0.38809224477855764,0.07310853208678525,-1
0.5149548135485662,0.8452660049572659,1
0.17937643571670192,0.18278970875424128,-1
0.5722828569145938,0.7302675059442543,1
0.9135261375725027,0.15660882361250994,-1
0.20856275162334792,0.30986262785669927,-1
0.45483011302771337,0.9756249031718803,1
0.3537903425714696,0.9106371890229513,1
0.28828086005238907,0.24634897560381763,-1
0.26048147989898407,0.5159846764453924,-1
0.9448182800812358,0.9946869077682465,1
0.24329113762052057,0.17598174509334719,-1
0.4290134441616793,0.7500571249368424,1
0.2649386894461979,0.3318190715083569,-1
0.9563349444074366,0.8106878499207387,1
0.6001954869535443,0.5073376376454792,1
0.9579725047309435,0.024571712778029275,-1
0.3551956967416263,0.5671685386805745,1
0.030822938337374373,0.25432704872674183,-1
0.8761303591785334,0.4175328935407183,-1
0.9293128084172165,0.6561427747523924,1
0.23645033039197638,0.5008147790771752,-1
0.14525215334455854,0.4320856826535677,-1
0.710858754187933,0.4326861439961781,-1
0.5784392873768703,0.18556819236524413,-1
0.503539695321622,0.7963528344787966,1
0.25113584220223606,0.4760880211774208,-1
0.34125003385633257,0.7759677638678157,1
0.8357637063103188,0.7460648882702667,1
0.8529948926343341,0.10369703477661585,-1
0.0912480777209651,0.27501152953200925,-1
0.5704258457291541,0.9191850312139977,1
0.40190075055877617,0.7010806914752562,1
0.21462458316715194,0.2665452830590209,-1
0.6039034001298568,0.8515699701789787,1
0.7925419923104213,0.7631746316012665,1
0.3158602280465438,0.9957535972227545,1
0.8317809680725958,0.24375406498433672,-1
0.9205602948493444,0.6809928548794782,1
0.09487094314534783,0.4979051887931041,-1
0.8224645853245205,0.5348049166407387,-1
0.28361292661857174,0.9438747273801305,1
0.027106466983759292,0.738271856014172,1
0.5139780676120439,0.23205602276679416,-1
0.1448971538102658,0.7775479059393833,1
0.4034926473263808,0.13340228803152832,-1
0.2773051516382101,0.8260396164382161,1
0.9986796536842683,0.5047191080215336,1
0.9177510555615886,0.4322505995803869,-1
0.49497132264006793,0.3640608138571435,1
0.09658677673408178,0.1317627742254669,-1
0.6681910590233981,0.1944457023795244,-1
0.2763811378723465,0.48229383857859454,-1
0.3712261914938346,0.1082815734860918,-1
0.8612621920491551,0.36585576840359213,-1
0.021648182336719723,0.48480398775659284,-1
0.2399438300625547,0.7592765758684855,1
0.7238027980996364,0.26048119443678774,-1
0.2912785104354887,0.2369882035034786,-1
0.10621859996897243,0.3581091575379859,-1
0.8204256752077247,0.6055953827608258,-1
0.7149895785999402,0.3128450097742732,-1
0.3687155415465887,0.7526001170379324,1
0.9694406736152568,0.7151572847454664,1
0.8535548156590441,0.8046043692354145,1
0.06681938910969631,0.4478276488211389,-1
0.6309299506775231,0.7158394256823667,1
0.09026145750699832,0.9888276728516091,1
0.6274155843694574,0.6716033655663247,1
0.054191562843440066,0.5267320216532072,-1
0.18610740482160038,0.1980627680525131,-1
0.976958182548053,0.21641464261279486,-1
0.42194076264211167,0.9856555246853369,1
0.9571019815758358,0.33880267158151744,-1
0.6803860496530106,0.6862043794381719,1
0.6080914243830495,0.5119875192267502,1
0.6668845897880056,0.03168480813848462,-1
0.6790756561249629,0.85860622892704,1
0.32189692244123846,0.3695951898680706,-1
0.9909296034423072,0.8922565805791104,1
0.29014354200416037,0.6248099285671387,1
0.5969583808497022,0.8308678471526336,1
0.37941449344748845,0.28001085241494317,-1
0.014660358094497172,0.27641889507327877,-1
0.8505903752172354,0.25644806571349377,-1
0.2380917499081474,0.11071188775121443,-1
0.43737203151055704,0.2562378302797985,-1
0.7328017592054265,0.07209661975873305,-1
0.647712660582518,0.7528999339233625,1
0.7844578444775336,0.8807425720241154,1
0.1498193373826483,0.46396485698673773,-1
0.9553706693597964,0.5898486300833412,1
0.24385859927056752,0.40367737611797816,-1
0.9722380166817944,0.9218822736624671,1
0.08324653714750418,0.32365509660897074,-1
0.5108816162872152,0.11914607030092839,-1
0.45932245869328003,0.572886537208027,1
0.4727801099048361,0.10858778950108605,-1
0.7905302552176836,0.9168811912386777,1
0.08326393854134329,0.958461773493572,1
0.802704687819765,0.9948986933162199,1
0.9370022688314913,0.3419418258748881,-1
0.6167297257328677,0.10717278564745358,-1
0.29960585918112215,0.9145438739181605,1
0.4445219522014381,0.032553513705201875,-1
0.6889831235636744,0.7930991255600173,1
0.3944055123152006,0.9948813401218628,1
0.14285205845608906,0.6088198617457508,-1
0.43588984250531004,0.4620108698602219,1
0.015024126597740106,0.8124505906558194,1
0.872193843179401,0.7192911468984288,1
0.46439697514592804,0.4151594774265589,1
0.5734812217773506,0.00435321134857547,-1
0.6266161707325272,0.8252221881538157,1
0.23422246510327316,0.9897193314313396,1
0.8550272829912763,0.921402439738573,1
0.5765363411056457,0.979868005191006,1
0.9011186856333053,0.7919335894797096,1
0.02432747240837496,0.14789073617824922,-1
0.5917989003614764,0.5714722184532173,1
0.10716519284252912,0.48081008544450077,-1
0.22784812568045054,0.159924799165858,-1
0.2087131706894404,0.5529261167712713,-1
0.9543985076496966,0.3682372496072126,-1
0.547442422913528,0.7358073369584368,1
0.21377811109200517,0.8862315738694456,1
0.09443217446856578,0.7868478325342527,1
0.7902056732070091,0.4461655508732614,-1
0.8690797127859999,0.7956969588455602,1
0.19698096525729458,0.40935565579913624,-1
0.025316242331643646,0.9105165258492912,1
0.5025225613018768,0.2103329302269017,-1
0.6482669892632178,0.9170545797924199,1
0.6570391166634377,0.8509117161600704,1
0.9060469999542043,0.06494613705771402,-1
0.3374491659158324,0.31349164013374675,-1
0.12431521474889995,0.5070843399179472,-1
0.8615974232057985,0.8215386885886452,1
0.16542773239494213,0.8443238452634667,1
0.5290667521127741,0.5394676062365004,1
0.23681925589139463,0.10914268183520348,-1
0.8963142151649828,0.17983232049386388,-1
0.12840421781160338,0.7846058871572532,1
0.08950484583555296,0.8486752572158588,1
0.885410659440077,0.1680133924031192,-1
0.08772870757525453,0.9473833449745729,1
0.5271639511436639,0.959016561031005,1
0.996711509120726,0.9064986773096881,1
0.6222386239827778,0.28094205856633814,-1
0.5120736431618776,0.6065044003436404,1
0.41811948212269345,0.1981425164515086,-1
0.6961091222414023,0.23713979370028815,-1
0.9556232395296217,0.5580254193528119,1
0.15266671712498914,0.030381667296506487,-1
0.5056683384472109,0.1201006205599241,-1
0.7946343980909983,0.799988610596205,1
0.12506458133597742,0.8370901832464794,1
0.707442815349861,0.286498414484181,-1
0.259021879009414,0.28094285402155705,-1
0.052370859825299876,0.7381297725063874,1
0.7637031781497382,0.5424175621241947,-1
0.23835632762944325,0.8834283239088262,1
0.029039007678042683,0.49905793625569983,-1
0.3944491820573074,0.17234320121783908,-1
0.18832858280609854,0.6098210311211768,-1
0.8833431334575589,0.7123922181326305,1
0.3447412025189639,0.07690073629928462,-1
0.5732704362501059,0.30850936320038436,-1
0.5254812310272587,0.8476814349480947,1
0.4158921418280638,0.026189814554708923,-1
0.5869247035270568,0.8774814300860622,1
0.7964411804594669,0.10347859006122839,-1
0.09519146490000097,0.4866398547385806,-1
0.09350319052681533,0.005700066407437254,-1
0.028661406886452023,0.20756971857769413,-1
0.2751165390454169,0.42164619067039855,-1
0.561281607851173,0.42596771371873743,1
0.762727963793781,0.14278318829668857,-1
0.5082755272279769,0.16547279588921116,-1
0.7661233342065562,0.2565474619796315,-1
0.7569670438701804,0.36568804692656975,-1
0.2942238123079499,0.38023455325109723,-1
0.8418601773919365,0.2489504435294222,-1
0.691659496917717,0.23525819240668622,-1
0.03742510465923288,0.7751017688684517,1
0.07381333703071058,0.19429770039021987,-1
0.9329541925845696,0.4259916618534838,-1
0.6043173943153313,0.01746121027005343,-1
0.5792021679013831,0.48241014587191855,1
0.32424669347557744,0.7843142951922242,1
0.5416134199011388,0.10340147524842014,-1
0.2587980700671022,0.3340960399802654,-1
0.6026482049174541,0.05608044691769565,-1
0.5377010521624374,0.5368890475045511,1
0.06553341159891879,0.26321557426296394,-1
0.4527122732929677,0.43535097902957853,1
0.2416848100240505,0.7703051939827881,1
0.4436105304531791,0.02352602404188653,-1
0.02896558439449748,0.9353374954310594,1
0.9944719260716204,0.5164181870010668,1
0.1252151834353301,0.7440039588612832,1
0.5109366150553396,0.7718190475634275,1
0.9016463518358661,0.3152803485084963,-1
0.6972127739645945,0.7356028820489203,1
0.3668083951096611,0.0319503678507822,-1
0.5089268883324206,0.969749452625884,1
0.9984240375888304,0.009562418777211423,-1
0.9677015542443029,0.9922865542063534,1
0.7134998864653598,0.7889962377767354,1
0.2544023008650632,0.8867203232728719,1
0.4832518878411327,0.0024608736412946586,-1
0.28406285992029146,0.45998532052188545,-1
0.1906100605298403,0.9277442070112114,1
0.29049536873126225,0.3136593051594945,-1
0.7462731392486371,0.013884436794410981,-1
0.8652100340899992,0.99447051465967,1
0.9704295268955131,0.6215362528470785,1
0.7379140547846367,0.10482746846451607,-1
0.4111237120767184,0.20635116936267883,-1
0.49383735446241084,0.3643252612543001,1
0.4485161714462519,0.1968090884286542,-1
0.7761053938585469,0.6307081142790414,-1
0.15260705671309116,0.47958954375941587,-1
0.27239447280470597,0.06551462333337454,-1
0.17286919915368393,0.7631981384136359,1
0.2483593254073917,0.7876161459676111,1
0.06760575573361605,0.3337632737458778,-1
0.9583282453899336,0.5942735095708294,1
0.9000229736298273,0.911936785240234,1
0.5753913394740718,0.08835365520012572,-1
0.630984320309438,0.556590612399846,1
0.3456382970802394,0.7822860868305598,1
0.3561911944080045,0.513940888543922,1
0.5638372103354888,0.8546122718036872,1
0.778964154499078,0.996818413194878,1
0.23956833627682528,0.4310810986790531,-1
0.8090033836620536,0.39458230906930314,-1
0.25262920493824104,0.874458560783598,1
0.8625121994149872,0.735223761266498,1
0.11287419137511778,0.7417173539274088,1
0.8427448880700703,0.7237650519871038,1
0.38117145690883913,0.6058511767128659,1
0.43223340318939074,0.762230652346016,1
0.7268505705770483,0.12909367263624283,-1
0.2892378870194121,0.9171649117945865,1
0.9611129268957116,0.30436821188695906,-1
0.7146013634754507,0.8367266085932383,1
0.20862751616233488,0.7562537105110664,1
0.7980219597839113,0.4037218326653116,-1
0.09426281416933435,0.4556868333187917,-1
